Ensembl,Mouse_Uniprot,Human_Ortholog,Human_Uniprot,SILAC_adrenal_gland,SILAC_brain_cortex,SILAC_brown_adipose_tissue,SILAC_cerebellum,SILAC_duodenum,SILAC_embryonic_tissue,SILAC_eye,SILAC_heart,SILAC_kidney,SILAC_large_intestine,SILAC_liver,SILAC_lung,SILAC_ovary,SILAC_pancreas,SILAC_skeletal_muscle,SILAC_spleen,SILAC_stomach,SILAC_subcutaneous_adipose_tissue,SILAC_thymus,SILAC_uterus,TPM_adrenal_gland,TPM_brain_cortex,TPM_brown_adipose_tissue,TPM_cerebellum,TPM_duodenum,TPM_embryonic_tissue,TPM_eye,TPM_heart,TPM_kidney,TPM_large_intestine,TPM_liver,TPM_lung,TPM_ovary,TPM_pancreas,TPM_skeletal_muscle,TPM_spleen,TPM_stomach,TPM_subcutaneous_adipose_tissue,TPM_thymus,TPM_uterus
ENSMUSG00000020091,P70445,ENSG00000148730,Q13542,NA,1.95350321,NA,-0.982685661,NA,NA,NA,NA,0.465903014,-1.219498981,-1.448185134,-0.710068614,-0.472338469,NA,NA,NA,NA,NA,0.802882367,NA,0.2245247,-3.013843022,-0.131473651,-2.97166648,0.330580412,-0.821137845,-0.131278415,-0.673879619,0.049723907,-0.450391001,1.276508178,0,-0.16351244,0.729324778,0.731592334,0.624043352,0.37965832,-0.658001244,0.940763446,NA
ENSMUSG00000031483,Q8BFZ9,ENSG00000147475,O94905,0.606432131,0.692114929,0.576166825,0.309635782,-0.106133246,-1.274241271,0.460580115,-0.453170815,0.90795868,0.512899818,-1.444736353,-0.199898042,-0.300335292,-1.657921841,0.550052719,-0.341966644,0.692162242,0.190206343,-0.297645958,0.404701357,-0.493783329,0.042117004,0.408522119,-0.084888097,0.624966323,0.209727062,0.053309627,-0.270885144,1.527257078,1.08784377,0.011072632,0,-0.231575465,-0.258901413,-0.739904469,-0.151231811,-0.006119151,0.352429982,-0.520563158,NA
ENSMUSG00000030795,P56959,ENSG00000089280,P35637,-0.155737859,1.686769307,-0.864331579,0.275060796,-0.616493103,1.075490456,-0.062256997,1.017466807,-0.076230443,-0.4812744,-1.441579603,-0.264862551,0.444083931,0.116351611,0.650640462,0.056196571,0.774318933,-0.416163668,1.363941117,2.520393029,-0.401524199,-0.596504796,-0.408411611,0.635475044,-0.372239868,0.194754635,1.258749837,0.381779415,-0.360064326,-0.052194706,-0.583945994,0.266593166,0.808038897,2.99020118,-3.030585614,0.858146165,-0.17358856,0.272011851,0.914155616,NA
ENSMUSG00000024712,Q8CFV9,ENSG00000135002,Q969G6,0.618603885,-0.007807284,-0.343821107,-1.586600796,0.320475414,-1.427224679,-1.722702082,-0.363005694,-0.436654838,1.285042334,-1.440576158,-1.190209685,-1.61646632,-0.243817946,0.259808564,-1.352388459,0.489829848,-1.211923478,-1.712238542,-0.965258985,3.494538353,-1.574406922,0.262156813,-1.148735199,4.128791288,-2.033276826,0.795462777,-0.277347834,0.088435935,2.154521086,0.258267342,0,0.172932871,2.10377802,0.44478027,-0.169150772,3.088913921,-1.16212865,-1.073948718,NA
ENSMUSG00000028478,B1AWD9,ENSG00000122705,P09496,-0.2952514,3.115194186,-1.452337833,0.736556028,-1.575812531,-2.411060025,0.186732696,0.095055672,0.561893267,-1.607621544,-1.435799981,-1.043866069,-1.405604346,-0.011394233,-0.594102261,-0.498539187,-0.495131785,-0.760501857,-0.513000972,-0.966228842,0.20464697,-0.206106652,-0.815960159,0.245178427,1.268562856,-0.33927636,4.015189227,-1.265408019,0.088976824,-0.092729879,0.380357958,-0.265557146,0,2.03692354,-1.252908565,0.67731675,0.631838251,-0.59550198,-0.344098953,NA
ENSMUSG00000046434,Q5EBP8,ENSG00000135486,P09651,-0.010022139,1.011606368,-1.105967029,0.277922797,-0.292153592,1.975001543,0.849600771,-0.359062619,-0.625125591,-0.234046569,-1.42928905,-0.217451507,0.921899329,-0.056227192,-0.160253676,0.643750053,0.205620503,-0.669756769,1.589726025,1.636337373,-1.916163561,-3.598299739,0.390774515,1.551929322,-1.816951034,0.644365388,-1.380507084,0.547681504,-0.339916634,0.649657215,-0.67308839,0.146672829,0,2.464324952,-3.003478064,0.590667336,-1.610334986,0.669753571,0.795059666,NA
ENSMUSG00000041577,Q543S0,ENSG00000188783,P51888,0.623963708,-3.175401767,1.420935732,-3.350197198,0.953316777,-4.968419406,2.533961813,0.850229066,-0.23923314,-1.465040267,-1.427517233,1.670764379,1.459251456,0.594750856,1.434959738,-0.775349707,3.121312261,2.300055397,-1.12023161,1.559910401,0.450353436,-1.981728775,2.943553969,-2.798158094,-0.174041404,-4.871563377,0.688825535,1.015355678,0.003268109,-0.150637137,0.491773528,2.500636875,-0.657336608,-0.713145354,-0.571331671,-0.19839213,0.914874236,2.742712007,-1.775810624,NA
ENSMUSG00000054766,Q9EQU5,ENSG00000119335,Q01105,0.158739751,1.35288531,-1.262231959,-0.319795581,-0.418726854,1.229398755,-0.24021669,0.384655441,-0.298886862,-0.327304139,-1.423357975,-0.813583384,0.295302029,0.899374299,-1.492528692,0.437712901,0.973465632,-0.731872704,1.730375574,2.771928547,1.591719033,-2.788538364,-0.044091519,-0.039891671,1.032160106,-1.687550867,-2.727211215,-0.639595731,-0.469717648,0.068002015,0.307388195,-0.177035269,1.1911109,1.110980722,-2.575609572,0.950689264,0.86448159,-0.349606137,0.76854451,NA
ENSMUSG00000021948,P28867,ENSG00000163932,Q05655,0.498955489,-1.042062675,-2.14159234,-0.454779836,0.901053968,-0.608045142,-0.890213257,NA,-0.682799369,1.234752545,-1.422392507,0.317691142,0.231530729,-1.662806015,NA,0.656069923,NA,-1.045057486,-0.109187802,-0.879587417,2.432642242,-1.031711855,-2.826165314,-0.058409172,2.35570617,-1.297166842,0.269956582,-0.745825027,0.421194793,1.724238734,-1.624764286,0.813691257,1.224807575,0.589831103,-1.713987664,2.086921136,2.343529308,-0.019937984,1.144527818,NA
ENSMUSG00000069769,Q3TE41,ENSG00000153944,Q96DH6,1.382128069,0.590427674,0.549754334,0.356014471,-0.423223076,0.033067925,1.954069137,1.092225589,0.879706432,-0.149139657,-1.409731413,-0.102810728,0.711453919,0.79410936,0.634352544,-0.92966192,0.134616225,-0.709742278,0.480634931,1.72927248,0.220048123,0.333153615,-0.071896578,0.380724723,-1.284490228,0.578432985,-0.122664312,0.715478153,-0.036799588,-2.100478021,-1.791807221,-0.45732074,0.141280251,0.037101618,1.737183536,-0.849878863,-0.951965697,-1.540550962,0,NA
ENSMUSG00000031347,Q9R1K9,ENSG00000147400,P41208,-0.270569335,3.046909464,-1.551290368,0.467692022,-0.514258641,0.478204115,-0.395096596,0.09460499,0.323409536,-1.179767651,-1.4048518,0.431544961,0.83269719,1.876079451,NA,0.931521037,1.292841408,-1.145425688,0.93946361,0.952142591,-1.303153329,2.248264857,2.813876797,1.543994579,-2.416110364,1.906095076,1.055947897,0.747779776,1.221176298,-0.215096112,-0.097637438,0.215547902,-1.149868358,0.125280571,3.026719227,-0.942821011,-2.115672293,-0.126009794,-0.06224211,NA
ENSMUSG00000001507,Q62470,ENSG00000005884,P26006,-0.339358633,-1.767268119,NA,-1.713389437,0.358752058,-1.430417252,NA,-1.867305769,1.018951097,0.528413527,-1.4048518,2.239302732,NA,NA,NA,-1.616407317,NA,-0.576133933,-0.529284503,NA,1.752146224,-1.570801469,-2.981657821,0.635297156,3.394411796,-1.07415766,0.13345049,-0.177392048,1.421690723,2.282780178,-0.561899391,3.35309679,1.088140256,0.675216587,-2.210445047,0,2.525492928,0.233826253,-0.414974754,NA
ENSMUSG00000031543,Q02357,ENSG00000029534,P16157,-0.545376558,-1.340085211,-0.197502115,3.018309797,NA,-0.300787256,-0.521393496,1.190063831,-2.66208974,NA,-1.394472937,2.103033701,-1.164914711,NA,NA,2.31814636,NA,-0.723026985,-0.249602636,NA,0.820631627,3.526452657,-0.506940162,5.629545277,0.968290777,3.468225435,2.76018381,4.835755081,-2.203119903,-0.215096112,-4.435386145,-0.236782788,-0.273681309,-1.548080045,7.490384947,4.225610597,2.278769986,-1.672645487,-0.930805897,NA
ENSMUSG00000059923,Q3U5I5,ENSG00000177885,P62993,-0.489871945,2.487383643,-1.203068433,0.967290874,-0.980163264,-0.400778686,0.113755001,0.052985526,-0.863657087,-0.765181668,-1.394006316,0.34881747,-0.672099573,-1.047968743,1.742991767,1.243620339,-0.282385409,-0.39189827,1.516585273,0.473999925,0.497508635,-0.224019914,-0.912300204,0.80417321,0.333498665,-1.254425274,-0.26788431,0.6086809,-0.296933085,0.027457189,0.310021002,-0.078552422,-0.148299886,0.92461877,-0.060670195,1.50122252,-0.151042295,-0.469619137,0.583976743,NA
ENSMUSG00000030465,E9PUC5,ENSG00000156011,Q9NYI0,-1.254747909,4.443395966,-3.30491183,2.451761947,NA,-1.375363121,-1.792181211,-0.356145957,-2.294228286,0.12173324,-1.393539846,-0.874949358,NA,-1.384163564,-0.879632989,-2.622462044,NA,-1.133920768,NA,0.4029323,-0.20596619,5.47725869,0.124640792,3.775913204,-2.272562556,1.487343189,0.747336957,1.581013741,-0.576798948,-0.215096112,1.234331625,0.863663629,-0.560030441,-0.102195541,2.585164405,-1.065774093,-1.203148497,0.038031372,-0.99996366,NA
ENSMUSG00000039735,E9PUI5,ENSG00000137942,Q5T0N5,-0.853338357,-0.100751109,-0.226120696,-0.68809349,0.045304928,1.382311532,-1.05775855,-0.781706196,0.535686176,0.102834059,-1.38626169,1.767663779,-0.116932528,-0.187618586,-0.076131578,-0.723950196,0.07655382,-0.669137136,-0.759339816,-0.493865239,-2.123830384,2.906641578,-0.21136086,0.314099598,-0.174041404,3.684888961,-0.420856629,0.307646234,1.273937241,0.961972679,-0.558087569,1.807457289,-0.610987981,-1.653611254,-1.484002375,-2.185940107,-0.294852431,0.097071131,-0.800492914,NA
ENSMUSG00000021606,P52503,ENSG00000145494,O75380,-1.033532339,1.567882696,0.828028925,-0.793512409,-2.34992066,-1.548648693,0.083985273,4.530402102,0.838129592,-2.129119323,-1.383705704,-3.493211354,-3.237232748,-0.107416465,3.324603346,-3.179822193,0.582732942,-0.154943281,-1.202637799,0.026941239,-1.101704889,-0.73046399,4.399763616,1.386371304,0.001858055,-2.898797259,3.327907766,3.420869041,1.990043308,0.945040258,1.902742725,-0.317643124,-1.26657844,3.926131302,0.81361795,-0.777935792,-0.595634044,-0.019937984,0.10436104,NA
ENSMUSG00000029166,Q2UZW7,ENSG00000084764,Q9UPY8,-0.582836252,3.380308261,-0.928241699,2.465728527,-0.609695023,-1.369188291,1.220250531,0.464337885,-1.067827982,-1.367716219,-1.370593426,-0.259386417,-1.271052447,0.086461592,NA,-2.383826175,0.175381673,-1.297199467,-2.676751477,-0.314654126,1.444110687,0.890665796,-0.408411611,1.086743625,0.858661754,-1.764894013,1.409781973,0.255406704,-0.418555408,-1.103507595,0.424578215,0.379307018,-0.100930418,1.261910601,1.184596904,-1.463183087,0.272667538,-0.714200575,-2.204507537,NA
ENSMUSG00000034993,Q499X4,ENSG00000108828,Q99536,0.895751941,-0.990055127,-0.760591378,-0.302732573,0.296703189,-1.359641853,1.773625742,-1.393958648,-1.277422617,-0.57004784,-1.364574547,1.355038557,-0.072503783,0.964439562,-0.614175686,-0.098424223,-0.4570694,0.336488716,-0.386572963,1.018788065,1.505203171,-2.111294154,-1.536083131,-1.34680692,2.833249791,-1.742090722,1.371780739,-0.603272138,-0.12743525,1.019597526,-0.074841974,1.82492501,1.254966576,1.964425795,-2.134920401,0.612186604,1.768489405,1.064022017,-0.081996372,NA
ENSMUSG00000021266,P32921,ENSG00000140105,P23381,-0.258542004,-1.20929363,0.077072587,-0.230293092,0.841615881,-0.388881957,-0.278265274,-0.643480157,-1.125695518,0.571248116,-1.363410177,1.04837719,-0.601155981,2.468506404,-0.715446413,-0.408040414,-0.357074665,-0.106713897,-0.382175837,-0.619368207,0.010396996,-0.68034156,-1.132196309,-0.033271371,0.642373915,-0.022620414,1.009161889,-0.236573333,-0.452151657,1.031421197,-1.077680909,0.685612414,-0.239255597,0.225281395,-0.284713208,0.178219776,1.252723423,0.065059583,-0.407328037,NA
ENSMUSG00000039131,Q9Z2H7,ENSG00000137960,Q8TF65,-1.543045311,0.498612261,NA,-0.642883258,0.740984496,NA,-2.645956182,-0.820590814,1.953038735,1.194564239,-1.360707163,-0.138779285,NA,NA,NA,NA,0.529170699,NA,NA,NA,-0.632295288,1.742018671,-1.267605982,2.098210477,7.032077722,-0.254731135,-0.094644359,2.295255401,6.340136427,6.688768672,-2.644256328,4.732773178,-0.316427291,0.883838239,-0.676965453,-1.960018964,6.150805852,-0.296184712,1.216662045,NA
ENSMUSG00000036398,A5A4Y9,ENSG00000204619,O60927,-0.529958923,3.199746496,NA,0.402958634,-0.362478999,-0.321292514,-0.043849397,NA,-0.248036233,-0.376610531,-1.359964261,NA,NA,0.070573119,NA,NA,NA,NA,0.295758104,NA,-0.677900681,0.221981459,0.067925718,0.553875765,-0.381205422,-0.083303621,-0.113000315,0.172742023,-0.12743525,-0.005793202,0.289071833,-0.36512424,-1.231588156,-0.227343092,0.083657411,-0.075274788,-0.087483962,-0.708656355,-0.102429633,NA
ENSMUSG00000020589,Q8BHZ0,ENSG00000197872,Q9H0Q0,-0.355059089,-0.197321977,-0.281369392,1.223754377,-0.081778103,NA,-0.279848513,NA,-1.918447138,-0.366038919,-1.356882206,1.253602598,NA,NA,NA,2.425876565,NA,0.208917164,0.453939892,-0.422180923,-0.542127432,4.790224247,2.543833661,1.636475291,-2.428037207,1.351124374,0.176702433,0.352723024,-0.713370274,-0.985985048,-1.92592609,1.035977432,-1.483677142,-2.340491231,-0.102645518,1.492870371,-1.856393336,0.771688926,0,NA
ENSMUSG00000021962,Q91YD3,ENSG00000162290,NA,-0.230926797,1.395608396,-0.470317898,-0.151565855,0.180186888,1.549192368,-0.490599493,0.217697739,-0.110253527,0.303642145,-1.351019515,NA,NA,0.710678468,-1.621649854,1.183461225,0.785517848,NA,2.393363126,1.716651876,0.122976673,-0.862933162,-1.054934557,-0.201315184,0.102475135,0.80209513,-2.041585319,-0.076268488,-0.177035826,0.286283429,-0.47926015,0.343638516,0.71061205,-1.495907851,-1.032471944,1.080567557,-0.107642606,0.272565854,1.508950638,NA
ENSMUSG00000022890,P97450,ENSG00000154723,P18859,-2.951017275,1.128424757,-1.507217072,-1.647250629,-3.604102938,-5.950881369,-1.967198345,3.766933856,0.913363866,-3.142581721,-1.350912737,-2.621353221,-4.007584046,-0.463413671,0.900792661,-2.661071865,0.559232176,-2.488336184,-3.273287199,-1.603407573,-0.611721084,0.922774829,2.103255202,0.61044907,-0.174041404,0.450778535,2.544301945,2.595823744,1.086067587,0.26475638,1.15192013,-1.16284122,-1.374955519,3.221185495,3.74350721,-1.574152557,-0.808942152,-0.504584908,-0.748007822,NA
ENSMUSG00000026483,Q3UW53,ENSG00000135842,Q9BZQ8,0.999433294,-3.787335869,0.285599834,-3.376082277,1.088350877,-3.111705688,1.30538387,-0.622018557,-0.778712943,1.040700549,-1.347811441,1.260613865,1.514751998,1.342852272,-0.262384473,1.353868758,0.807866472,0.466000732,0.667163585,-0.2047415,0.802860655,-2.757433276,1.358443448,-3.409552076,-1.957771059,-2.734723343,-0.994709948,0.06293329,-0.545825568,0.15946165,-3.037265234,1.232186389,0.538106608,-2.580884166,-0.284713208,0.142231828,0.752564814,0.580121427,-0.595052285,NA
ENSMUSG00000058799,E9PW66,NA,NA,0.203316265,2.788539821,-0.727500059,0.161977983,-0.0584504,2.094267749,1.911573725,0.469587324,-0.102587858,-0.552173072,-1.345507792,0.773863772,0.469535577,1.116123141,-2.081351241,1.041558252,0.294800309,0.77723527,1.914340458,1.069705343,-2.43868565,2.220174673,2.288573736,1.39095554,-3.61875688,3.075747586,1.009756582,-0.076268488,0.079763726,-0.639586183,-1.324638805,0.008739637,-1.587780378,1.539792046,2.331341083,0.118948109,-3.0032771,0.364206001,-0.019256818,NA
ENSMUSG00000030852,E9Q8T1,ENSG00000138162,O95359,-0.684696413,0.039683251,0.337587923,0.212015199,NA,0.520628131,1.208556032,1.302660522,0.857278572,0.049612173,-1.345507792,0.73627999,0.57691004,0.239895506,0.873910396,-0.700254178,NA,-0.431281536,-0.350264348,1.251981244,-0.894220863,0.372044919,-1.30670189,0.222542765,-0.161340459,0.601777746,0.95036787,2.487823295,0.500591284,-0.457803096,-1.449407529,0.441252593,0.142509207,-0.314439901,4.186951861,-3.082679588,-0.088127217,-0.18165743,-0.583319021,NA
ENSMUSG00000019907,Q9DBR7,ENSG00000058272,O14974,0.209755801,0.315736855,-0.529731768,-0.414559234,1.620110314,-0.866505155,-0.523596089,0.609371353,0.171659902,0.249208584,-1.341374032,0.984612761,1.185699338,-0.819783214,-0.541820568,0.49529387,2.797515873,0.266720615,0.138687184,2.131274282,0,1.73282734,-0.05595036,0.084182168,0.200134917,1.670507154,-0.575307936,-0.334652192,-1.069263075,0.343192013,-1.335437972,-0.07721157,0.148806767,-0.517932086,-0.864660693,0.082870914,-0.117859843,0.239534441,-0.059160894,NA
ENSMUSG00000057230,Q3UHJ0,ENSG00000115977,Q2M2I8,-0.073589823,1.462795862,-0.453041215,2.539649774,-0.282512317,0.581339392,1.33860705,0.26914781,0.130906445,-0.492327317,-1.335069667,0.508614405,0.251934823,-0.676614889,NA,0.034684195,-0.832510606,0.061716183,1.329429271,-0.284650817,0.559097358,3.474802953,-2.124379758,2.835912366,-0.152116622,0.191545174,0.635219384,-0.052075881,-0.12743525,-1.646797905,-1.520395429,-0.420407571,0.387048052,-0.880346951,-1.249225095,0.325892982,-0.215752672,-0.868604068,1.026111834,NA
ENSMUSG00000022205,P11031,ENSG00000113387,P53999,-0.435606462,1.080189504,-0.743524721,-0.792250759,-0.697353009,0.583398386,0.273399975,-0.419401598,-0.869158251,-1.130267531,-1.332096439,-0.21619561,-0.125875777,0.292268207,-0.333308794,1.735889607,-1.243809118,-0.753334793,2.226616582,1.524711997,-1.790815738,4.507142052,3.995841335,3.164959671,-2.932094485,3.411577099,1.364642393,0.374598782,-0.06457726,-0.215096112,0.123143046,-0.1557707,-1.720374994,1.543246083,3.663407197,-1.056624372,-2.049969046,-0.070034804,0.02272304,NA
ENSMUSG00000030047,Q8BYW1,ENSG00000163219,P42331,-0.845082272,0.723124174,-1.291180907,NA,NA,-0.268901538,-1.692568734,-0.899073136,NA,NA,-1.331122098,0.699957795,NA,NA,NA,1.867768635,NA,-0.781299615,2.570684203,0.321587712,-1.010964747,0.104198241,-0.408411611,-1.100155482,-0.407203778,-0.41978431,-2.360049674,1.365461966,0.334384454,0.719083025,0.28150566,1.674754106,-0.831628435,-0.671364051,-0.578984223,3.917839252,-1.090208965,0.756869979,2.831579257,NA
ENSMUSG00000030960,Q9D853,ENSG00000258539,NA,0.126929768,2.173247637,-0.283969918,0.356346598,-0.329868845,0.588145663,1.192247889,NA,0.51405161,0.217159671,-1.330038561,0.023421339,NA,0.731431851,NA,0.397466795,0.45900364,0.171466216,0.813315533,1.005680748,0.029250531,1.694389962,2.44058993,1.967512376,-1.442586824,1.575233741,-0.9536625,-0.053394547,0.418541369,-0.401819009,0.148828482,0,-0.571237171,-1.059182246,0.342627887,-0.141399062,-1.192297824,-0.294335159,-0.038373309,NA
ENSMUSG00000002997,P31324,ENSG00000005249,P31323,1.470119363,2.62435493,3.251342203,0.355927558,-1.890720037,-1.020345388,-0.663077879,-0.753055541,-2.579526203,-2.382429322,-1.328846075,-0.86408642,0.424707528,-0.250086779,NA,-1.668625389,-1.08227053,2.361980725,-0.648544294,-0.830111954,4.008853171,2.062814213,6.289687312,-0.658642958,-1.295220689,0.971520484,1.014244237,0.188485095,-0.12743525,-2.443462285,-5.536610934,-0.095560921,3.661980534,1.560996892,-0.300480031,0.423450556,-0.276995926,2.585997013,0.055054511,NA
ENSMUSG00000036256,F8WH23,ENSG00000163453,Q16270,0.436835836,-1.387459238,-0.512963244,-2.378395677,0.466880001,-3.316227572,-0.170540093,0.75854667,2.44861279,NA,-1.328358,1.668628733,0.828438589,0.151605152,0.89624584,0.667704207,1.414722217,0.711144962,-1.911557165,3.352854614,4.200828079,-4.19384659,-2.328097897,-3.442263294,2.078364921,-6.179446271,6.19177305,-0.076268488,3.417645611,-0.521472128,0.419599847,2.794760446,3.653913845,5.816307438,-2.150597833,3.824181122,3.21082322,1.796676894,-0.66280277,NA
ENSMUSG00000034853,A2AVR6,ENSG00000162390,Q8WXI4,-1.629180539,NA,3.070862407,0.633453288,NA,-2.020684136,NA,NA,NA,-0.098558472,-1.318722864,NA,-2.197877847,NA,NA,NA,-1.807847977,NA,NA,NA,0.151535444,0.198982905,4.410021717,0.377729896,1.611239427,-1.467841352,-0.787126064,0.691002595,0.20621578,0.937237069,-0.211983258,-0.135637509,-0.820459546,-0.152433019,-1.200298264,-0.643745014,0.631916005,-0.381092357,-1.400128037,NA
ENSMUSG00000027993,E9QKC6,ENSG00000109654,Q9C040,-0.712365137,2.057652162,-1.368905669,2.588518395,-0.505033409,0.311659317,0.440490703,-1.311376117,-0.579271253,0.870242715,-1.305500065,-0.994692828,-0.664754418,-0.8566809,NA,-1.980510581,-0.175356961,-2.335231162,NA,-0.599585332,0.669526771,3.509956291,0.267536375,2.530628933,0.482223622,0.684899817,0.06580072,-1.894814654,0.322903177,0.94562329,0.188016418,-0.307802349,-0.277966676,-1.869603704,-2.39462683,-2.1233508,-0.088127217,-0.799234312,-3.307417135,NA
ENSMUSG00000027835,Q8VE70,ENSG00000114209,Q9BUL8,-0.711154397,2.552679789,-0.36137785,-0.315521112,0.133410235,-0.495140697,-0.569397344,1.454226724,1.355319875,0.2751637,-1.302741235,1.1955624,-0.443462944,2.031515587,NA,0.878797216,2.068646055,-1.355047603,0.480769181,1.014716501,-4.564585587,1.714535653,3.147758639,2.176725745,-2.71223534,-0.095706267,-1.789436217,0.236688834,0.204289604,0.887668989,-0.362374713,0.002059033,-3.183591948,-0.926179947,-0.53730591,-0.402076262,-2.697269064,-0.019937984,0.552412436,NA
ENSMUSG00000054405,A2ALF2,ENSG00000126698,O75937,-0.116555684,1.107726353,-0.533727209,-0.295516663,-0.140423444,0.572877732,-0.206729511,1.717009939,0.13479123,-0.136881779,-1.301636618,0.458844415,0.427241463,0.929079118,1.606582952,0.321932221,1.595642376,-0.620777082,0.98185667,2.081179413,-1.195728086,-0.254814456,1.238615604,1.036183022,-0.693875086,0.022958893,0.874547356,0.535867325,-0.12743525,0.026360116,-0.563661503,0.260716962,-1.025468663,0.319530021,-0.118407727,0.129462426,-0.778799871,-0.247434351,0.440088318,NA
ENSMUSG00000042787,Q8C163,ENSG00000157036,Q9Y2C4,-0.315539929,3.546000915,-0.079594144,2.05626671,NA,NA,0.163385886,0.768781402,-0.602190321,-0.282920454,-1.298150493,NA,0.239601475,0.186337069,NA,-0.523110037,NA,-0.244324593,0.304186639,0.417228509,-0.682300992,1.434660707,-0.510636371,1.270112269,-0.174041404,1.268331433,-1.799128632,-0.007855592,-0.793375398,0.368604018,-0.664894296,-0.265005012,-0.032284471,-3.217581523,-0.350300098,0.310574366,0.650754922,0.28353615,1.316591477,NA
ENSMUSG00000018326,A2A5N2,ENSG00000166913,P31946,0.161381749,3.211501617,0.926587998,1.084086163,-0.453311921,-0.439571277,0.012940187,-0.177433948,-0.045485098,-0.334072607,-1.293433507,0.471152521,-0.459116481,-0.662584651,-0.373147583,-0.250605187,0.507538577,1.724974741,0.168065351,0.470535768,0.809260815,2.441844447,1.88278322,1.17530171,-0.116713812,1.324117415,2.379553888,-0.728798286,-0.212888041,-0.215096112,-0.8727627,-0.366088729,-1.022593875,1.397083097,0.267976568,-0.481827181,0.164983302,0.979800073,-0.847843838,NA
ENSMUSG00000025245,Q9JHQ5,ENSG00000163818,Q9NQ48,-0.282613768,2.62445747,-0.126585011,0.760630094,-0.274504031,0.507348948,0.553547883,1.137925419,0.528556583,-0.124902824,-1.29120865,0.347257717,0.028048767,1.187822604,NA,-0.285396934,0.696155707,0.42013039,1.399514901,0.906920226,-1.459455374,2.818635958,1.774024737,2.618419529,-2.409520999,1.088363577,-1.697815892,1.234808253,0.628261355,-0.42379931,-0.536435329,0,-1.144435772,-0.881179487,1.47230599,-0.560340724,-1.701181611,0.38616637,1.175963406,NA
ENSMUSG00000023019,P13707,ENSG00000167588,P21695,0.225021755,-3.151044837,3.163078344,-1.785134517,-3.52964631,-6.801420334,-2.198037749,-1.798665791,-1.424290489,-3.728639131,-1.288645676,-4.061838746,-3.851480685,-3.568469911,1.008757347,-5.262888838,-3.998432394,1.073745034,-1.705382841,-3.879587482,3.004416891,-2.062297427,5.550320416,-0.759022063,2.915531371,-5.039344278,0.828435443,1.089215084,1.91790521,0.449874668,2.121138776,-0.458816014,-1.132965201,2.092630279,3.353911444,-3.331417343,-0.606241769,2.70902161,0,NA
ENSMUSG00000052331,E9QNQ2,NA,NA,-1.083650128,-1.465950316,-0.402120874,-1.264752335,-1.339199642,0.360101641,0.076697467,-1.469850535,-0.796186948,-1.054023818,-1.283449672,1.578265142,-0.044637502,NA,NA,1.725921575,NA,0.399531807,2.736919929,NA,-1.544942409,0.004035939,-0.245010563,-0.4345392,-1.949078993,0.444141952,-1.222620756,-0.006641154,0.266835063,-0.35161784,-1.437236337,2.442334106,-0.622018957,-0.224680868,-0.284713208,2.65276653,-0.993922113,0.540486597,2.661713993,NA
ENSMUSG00000091971,Q3TU85,NA,NA,1.000085075,1.077638796,-0.847309085,-0.639116762,1.338508573,-3.701855757,2.140285892,-0.02118389,1.280822605,1.002933236,-1.279077747,0.182320905,0.919207443,-1.154078895,-0.841858953,-1.449554259,2.144138345,0.26006032,0.016631033,1.736669885,2.661351459,-4.077751194,-1.555994386,-0.98715981,0.142650677,-6.43064481,-0.252690834,-0.375402473,1.511599994,-0.215096112,-0.557135597,2.069287611,3.041044393,6.21786297,-3.519455394,0.166020757,2.773591849,0.71367909,0.380730301,NA
ENSMUSG00000050965,Q4VA93,ENSG00000154229,P17252,-2.026978351,-0.714370181,-2.183067688,0.933114188,-0.457403032,-1.93674646,1.812312889,-0.630260273,NA,0.31814835,-1.278460196,0.985884335,NA,-1.710548282,1.416649882,0.393286163,NA,-0.842502097,-0.739832616,-1.392145655,-1.908000366,3.533114987,-0.441483575,1.116069831,1.275305276,-0.254731135,0.541470026,0.375479089,-0.577955878,1.409360719,-0.715040428,0.330279651,-1.152351365,0.223275099,3.564945661,0.363355706,-0.396299424,-0.780330383,0.331031152,NA
ENSMUSG00000030802,O55028,ENSG00000103507,O14874,0.599805866,-0.833703704,2.311991103,-0.765100651,-0.08255355,-1.361047713,-0.358105835,1.336728022,1.025493577,-0.618659803,-1.278010729,-1.036272251,-0.719135786,2.441950787,0.093384158,-0.74376834,0.275879849,0.179592961,-1.068390217,-0.790217519,0.976679892,-2.237672946,0.578033367,-1.293272502,0.576804308,-2.119831258,-0.152880444,1.114948754,0.611151727,-0.005275672,-1.33915802,-0.183361588,0,0.403610566,1.805214183,-0.07287741,0.873375184,0.243044583,-0.413699395,NA
ENSMUSG00000060961,O88343,ENSG00000080493,Q9Y6R1,-2.710093699,-0.745302829,1.036067342,1.089279123,-2.135916928,NA,-1.088213814,-0.938861614,2.731738287,-1.770099522,-1.277729929,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.387178555,3.399320879,2.348255463,3.138210287,1.76763729,-1.018100593,-0.298459667,-0.042708726,4.461931065,1.501508007,2.031469265,-0.857649288,-0.88949181,-1.839460959,1.249670986,-4.97756476,-0.088127217,-0.830896275,-1.59917804,NA
